"text","happy","sad","anger","anxiety"
"İçimde nedensiz bir şekilde neşem kolayca yerine gelmedi, bu yüzden küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"İçimde nedensiz bir şekilde neşem kolayca yerine gelmedi, bu yüzden sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"İçimde nedensiz bir şekilde sanki üzerimde görünmeyen bir ağırlık vardı ve hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"İçimde nedensiz bir şekilde sanki üzerimde görünmeyen bir ağırlık vardı ve günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"İçimde nedensiz bir şekilde sanki üzerimde görünmeyen bir ağırlık vardı ve sürekli içime kapanma isteği duydum.","0","1","0","0"
"İçimde nedensiz bir şekilde sanki üzerimde görünmeyen bir ağırlık vardı ve küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"İçimde nedensiz bir şekilde sanki üzerimde görünmeyen bir ağırlık vardı ve sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün kendimle baş başa kalınca içimde belirgin bir hüzün vardı ve hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"Bugün kendimle baş başa kalınca içimde belirgin bir hüzün vardı ve günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"Bugün kendimle baş başa kalınca içimde belirgin bir hüzün vardı ve sürekli içime kapanma isteği duydum.","0","1","0","0"
"Bugün kendimle baş başa kalınca içimde belirgin bir hüzün vardı ve küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"Bugün kendimle baş başa kalınca içimde belirgin bir hüzün vardı ve sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün kendimle baş başa kalınca moralim düşüktü, bu yüzden hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"Bugün kendimle baş başa kalınca moralim düşüktü, bu yüzden günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"Bugün kendimle baş başa kalınca moralim düşüktü, bu yüzden sürekli içime kapanma isteği duydum.","0","1","0","0"
"Bugün kendimle baş başa kalınca moralim düşüktü, bu yüzden küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"Bugün kendimle baş başa kalınca moralim düşüktü, bu yüzden sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün kendimle baş başa kalınca kendimi duygusal olarak yorgun hissettim ve hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"Bugün kendimle baş başa kalınca kendimi duygusal olarak yorgun hissettim ve günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"Bugün kendimle baş başa kalınca kendimi duygusal olarak yorgun hissettim ve sürekli içime kapanma isteği duydum.","0","1","0","0"
"Bugün kendimle baş başa kalınca kendimi duygusal olarak yorgun hissettim ve küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"Bugün kendimle baş başa kalınca kendimi duygusal olarak yorgun hissettim ve sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün kendimle baş başa kalınca neşem kolayca yerine gelmedi, bu yüzden hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"Bugün kendimle baş başa kalınca neşem kolayca yerine gelmedi, bu yüzden günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"Bugün kendimle baş başa kalınca neşem kolayca yerine gelmedi, bu yüzden sürekli içime kapanma isteği duydum.","0","1","0","0"
"Bugün kendimle baş başa kalınca neşem kolayca yerine gelmedi, bu yüzden küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"Bugün kendimle baş başa kalınca neşem kolayca yerine gelmedi, bu yüzden sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün kendimle baş başa kalınca sanki üzerimde görünmeyen bir ağırlık vardı ve hiçbir şey yapmak içimden gelmedi.","0","1","0","0"
"Bugün kendimle baş başa kalınca sanki üzerimde görünmeyen bir ağırlık vardı ve günün temposuna ayak uydurmakta zorlandım.","0","1","0","0"
"Bugün kendimle baş başa kalınca sanki üzerimde görünmeyen bir ağırlık vardı ve sürekli içime kapanma isteği duydum.","0","1","0","0"
"Bugün kendimle baş başa kalınca sanki üzerimde görünmeyen bir ağırlık vardı ve küçük şeyler bile beni kırmaya yetti.","0","1","0","0"
"Bugün kendimle baş başa kalınca sanki üzerimde görünmeyen bir ağırlık vardı ve sessiz kalıp biraz yalnız kalmak istedim.","0","1","0","0"
"Bugün karşılaştığım olaylardan sonra içimde ciddi bir öfke yükseldi ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra içimde ciddi bir öfke yükseldi ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra içimde ciddi bir öfke yükseldi ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra içimde ciddi bir öfke yükseldi ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra içimde ciddi bir öfke yükseldi ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra çok çabuk sinirlendim, bu yüzden en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra çok çabuk sinirlendim, bu yüzden ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra çok çabuk sinirlendim, bu yüzden içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra çok çabuk sinirlendim, bu yüzden kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra çok çabuk sinirlendim, bu yüzden haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra sabırlı kalmakta zorlandım ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra sabırlı kalmakta zorlandım ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra sabırlı kalmakta zorlandım ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra sabırlı kalmakta zorlandım ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra sabırlı kalmakta zorlandım ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra gerginliğim doğrudan kızgınlığa dönüştü ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra gerginliğim doğrudan kızgınlığa dönüştü ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra gerginliğim doğrudan kızgınlığa dönüştü ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra gerginliğim doğrudan kızgınlığa dönüştü ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra gerginliğim doğrudan kızgınlığa dönüştü ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra tepkilerimi yumuşatmak benim için zorlaştı ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra tepkilerimi yumuşatmak benim için zorlaştı ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra tepkilerimi yumuşatmak benim için zorlaştı ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra tepkilerimi yumuşatmak benim için zorlaştı ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün karşılaştığım olaylardan sonra tepkilerimi yumuşatmak benim için zorlaştı ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Gün içinde birkaç kez içimde ciddi bir öfke yükseldi ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Gün içinde birkaç kez içimde ciddi bir öfke yükseldi ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Gün içinde birkaç kez içimde ciddi bir öfke yükseldi ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Gün içinde birkaç kez içimde ciddi bir öfke yükseldi ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Gün içinde birkaç kez içimde ciddi bir öfke yükseldi ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Gün içinde birkaç kez çok çabuk sinirlendim, bu yüzden en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Gün içinde birkaç kez çok çabuk sinirlendim, bu yüzden ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Gün içinde birkaç kez çok çabuk sinirlendim, bu yüzden içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Gün içinde birkaç kez çok çabuk sinirlendim, bu yüzden kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Gün içinde birkaç kez çok çabuk sinirlendim, bu yüzden haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Gün içinde birkaç kez sabırlı kalmakta zorlandım ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Gün içinde birkaç kez sabırlı kalmakta zorlandım ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Gün içinde birkaç kez sabırlı kalmakta zorlandım ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Gün içinde birkaç kez sabırlı kalmakta zorlandım ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Gün içinde birkaç kez sabırlı kalmakta zorlandım ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Gün içinde birkaç kez gerginliğim doğrudan kızgınlığa dönüştü ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Gün içinde birkaç kez gerginliğim doğrudan kızgınlığa dönüştü ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Gün içinde birkaç kez gerginliğim doğrudan kızgınlığa dönüştü ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Gün içinde birkaç kez gerginliğim doğrudan kızgınlığa dönüştü ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Gün içinde birkaç kez gerginliğim doğrudan kızgınlığa dönüştü ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Gün içinde birkaç kez tepkilerimi yumuşatmak benim için zorlaştı ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Gün içinde birkaç kez tepkilerimi yumuşatmak benim için zorlaştı ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Gün içinde birkaç kez tepkilerimi yumuşatmak benim için zorlaştı ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Gün içinde birkaç kez tepkilerimi yumuşatmak benim için zorlaştı ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Gün içinde birkaç kez tepkilerimi yumuşatmak benim için zorlaştı ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden içimde ciddi bir öfke yükseldi ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden içimde ciddi bir öfke yükseldi ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden içimde ciddi bir öfke yükseldi ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden içimde ciddi bir öfke yükseldi ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden içimde ciddi bir öfke yükseldi ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden çok çabuk sinirlendim, bu yüzden en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden çok çabuk sinirlendim, bu yüzden ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden çok çabuk sinirlendim, bu yüzden içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden çok çabuk sinirlendim, bu yüzden kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden çok çabuk sinirlendim, bu yüzden haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden sabırlı kalmakta zorlandım ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden sabırlı kalmakta zorlandım ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden sabırlı kalmakta zorlandım ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden sabırlı kalmakta zorlandım ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden sabırlı kalmakta zorlandım ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden gerginliğim doğrudan kızgınlığa dönüştü ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden gerginliğim doğrudan kızgınlığa dönüştü ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden gerginliğim doğrudan kızgınlığa dönüştü ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden gerginliğim doğrudan kızgınlığa dönüştü ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden gerginliğim doğrudan kızgınlığa dönüştü ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden tepkilerimi yumuşatmak benim için zorlaştı ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden tepkilerimi yumuşatmak benim için zorlaştı ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden tepkilerimi yumuşatmak benim için zorlaştı ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden tepkilerimi yumuşatmak benim için zorlaştı ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Akşamüstü yaşanan bir durum yüzünden tepkilerimi yumuşatmak benim için zorlaştı ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle içimde ciddi bir öfke yükseldi ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle içimde ciddi bir öfke yükseldi ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle içimde ciddi bir öfke yükseldi ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle içimde ciddi bir öfke yükseldi ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle içimde ciddi bir öfke yükseldi ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle çok çabuk sinirlendim, bu yüzden en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle çok çabuk sinirlendim, bu yüzden ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle çok çabuk sinirlendim, bu yüzden içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle çok çabuk sinirlendim, bu yüzden kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle çok çabuk sinirlendim, bu yüzden haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle sabırlı kalmakta zorlandım ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle sabırlı kalmakta zorlandım ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle sabırlı kalmakta zorlandım ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle sabırlı kalmakta zorlandım ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle sabırlı kalmakta zorlandım ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle gerginliğim doğrudan kızgınlığa dönüştü ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle gerginliğim doğrudan kızgınlığa dönüştü ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle gerginliğim doğrudan kızgınlığa dönüştü ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle gerginliğim doğrudan kızgınlığa dönüştü ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle gerginliğim doğrudan kızgınlığa dönüştü ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle tepkilerimi yumuşatmak benim için zorlaştı ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle tepkilerimi yumuşatmak benim için zorlaştı ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle tepkilerimi yumuşatmak benim için zorlaştı ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle tepkilerimi yumuşatmak benim için zorlaştı ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Uzun süredir biriken şeyler nedeniyle tepkilerimi yumuşatmak benim için zorlaştı ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün insanlarla iletişim kurarken içimde ciddi bir öfke yükseldi ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken içimde ciddi bir öfke yükseldi ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken içimde ciddi bir öfke yükseldi ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken içimde ciddi bir öfke yükseldi ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken içimde ciddi bir öfke yükseldi ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün insanlarla iletişim kurarken çok çabuk sinirlendim, bu yüzden en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken çok çabuk sinirlendim, bu yüzden ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken çok çabuk sinirlendim, bu yüzden içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken çok çabuk sinirlendim, bu yüzden kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken çok çabuk sinirlendim, bu yüzden haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün insanlarla iletişim kurarken sabırlı kalmakta zorlandım ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken sabırlı kalmakta zorlandım ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken sabırlı kalmakta zorlandım ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken sabırlı kalmakta zorlandım ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken sabırlı kalmakta zorlandım ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün insanlarla iletişim kurarken gerginliğim doğrudan kızgınlığa dönüştü ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken gerginliğim doğrudan kızgınlığa dönüştü ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken gerginliğim doğrudan kızgınlığa dönüştü ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken gerginliğim doğrudan kızgınlığa dönüştü ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken gerginliğim doğrudan kızgınlığa dönüştü ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün insanlarla iletişim kurarken tepkilerimi yumuşatmak benim için zorlaştı ve en küçük şeye bile sert cevap verme isteği duydum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken tepkilerimi yumuşatmak benim için zorlaştı ve ses tonumu kontrol etmekte zorlandım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken tepkilerimi yumuşatmak benim için zorlaştı ve içimdeki siniri bastırmak için çabaladım.","0","0","1","0"
"Bugün insanlarla iletişim kurarken tepkilerimi yumuşatmak benim için zorlaştı ve kendimi sürekli gerilmiş halde buldum.","0","0","1","0"
"Bugün insanlarla iletişim kurarken tepkilerimi yumuşatmak benim için zorlaştı ve haksızlığa tahammül etmek benim için çok zor oldu.","0","0","1","0"
"Bugün sabah erken saatlerden itibaren içimde yoğun bir kaygı dolaştı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren içimde yoğun bir kaygı dolaştı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren içimde yoğun bir kaygı dolaştı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren içimde yoğun bir kaygı dolaştı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren içimde yoğun bir kaygı dolaştı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren sürekli tetikte hissettim, bu yüzden rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren sürekli tetikte hissettim, bu yüzden basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren sürekli tetikte hissettim, bu yüzden küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren sürekli tetikte hissettim, bu yüzden odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren sürekli tetikte hissettim, bu yüzden her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren zihnim kötü ihtimallere takıldı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren zihnim kötü ihtimallere takıldı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren zihnim kötü ihtimallere takıldı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren zihnim kötü ihtimallere takıldı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren zihnim kötü ihtimallere takıldı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren bedenimde belirgin bir gerginlik vardı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren bedenimde belirgin bir gerginlik vardı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren bedenimde belirgin bir gerginlik vardı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren bedenimde belirgin bir gerginlik vardı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren bedenimde belirgin bir gerginlik vardı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren kontrol edemediğim şeyleri düşünmekten yoruldum ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren kontrol edemediğim şeyleri düşünmekten yoruldum ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren kontrol edemediğim şeyleri düşünmekten yoruldum ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren kontrol edemediğim şeyleri düşünmekten yoruldum ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün sabah erken saatlerden itibaren kontrol edemediğim şeyleri düşünmekten yoruldum ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Gün boyunca içimde yoğun bir kaygı dolaştı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Gün boyunca içimde yoğun bir kaygı dolaştı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Gün boyunca içimde yoğun bir kaygı dolaştı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Gün boyunca içimde yoğun bir kaygı dolaştı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Gün boyunca içimde yoğun bir kaygı dolaştı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Gün boyunca sürekli tetikte hissettim, bu yüzden rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Gün boyunca sürekli tetikte hissettim, bu yüzden basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Gün boyunca sürekli tetikte hissettim, bu yüzden küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Gün boyunca sürekli tetikte hissettim, bu yüzden odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Gün boyunca sürekli tetikte hissettim, bu yüzden her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Gün boyunca zihnim kötü ihtimallere takıldı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Gün boyunca zihnim kötü ihtimallere takıldı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Gün boyunca zihnim kötü ihtimallere takıldı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Gün boyunca zihnim kötü ihtimallere takıldı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Gün boyunca zihnim kötü ihtimallere takıldı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Gün boyunca bedenimde belirgin bir gerginlik vardı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Gün boyunca bedenimde belirgin bir gerginlik vardı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Gün boyunca bedenimde belirgin bir gerginlik vardı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
